289.29,-362.29,89.91,288.51
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
23.16,1016.27,73.16,335.62
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
86.42,969.2,86.41,287.41
87.42,969.2,86.41,287.41
92.42,969.2,86.41,287.41
101.42,969.2,86.41,287.41
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
73.16,1017.41,73.16,335.62
108.41,969.2,86.41,287.41
23.16,1017.41,73.16,335.62
23.16,1017.41,73.16,335.62
23.16,1017.41,73.16,335.62
23.16,1017.41,73.16,335.62
23.16,1017.41,73.16,335.62
23.16,1017.41,73.16,335.62
23.16,1017.41,73.16,335.62
23.16,1017.41,73.16,335.62
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
182.85,970.89,82.85,286.57
176.94,971.93,82.85,286.57
-33.8,1026.77,66.17,333.7
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
125.95,984.91,75.95,284.67
128.94,984.64,75.95,284.67
135.91,984.03,75.95,284.67
146.87,983.08,75.95,284.67
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
62.7,1034.1,62.71,332.88
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
75.95,985.89,75.95,284.67
78.95,985.89,75.95,284.67
85.95,985.89,75.95,284.67
96.95,985.89,75.95,284.67
63.21,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
62.71,1034.1,62.71,332.88
59.71,1034.1,62.71,332.88
52.71,1034.1,62.71,332.88
41.71,1034.1,62.71,332.88
20.21,1034.1,62.71,332.88
13.21,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
12.71,1034.1,62.71,332.88
15.69,1034.37,62.71,332.88
172.48,987.65,72.49,283.85
5.91,1041.89,55.91,331.02
5.91,1041.89,55.91,331.02
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
69.14,994.58,69.14,282.8
72.14,994.58,69.14,282.8
79.14,994.58,69.14,282.8
90.14,994.58,69.14,282.8
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
55.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
5.91,1042.8,55.91,331.02
165.72,996.38,65.72,281.99
-0.8,1050.54,49.2,329.19
-0.8,1050.54,49.2,329.19
-0.8,1050.54,49.2,329.19
-0.8,1050.54,49.2,329.19
-0.8,1050.54,49.2,329.19
-0.8,1050.54,49.2,329.19
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
62.43,1003.14,62.42,280.96
63.43,1003.14,62.42,280.96
68.43,1003.14,62.42,280.96
77.43,1003.14,62.42,280.96
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
49.2,1051.37,49.2,329.19
&,&,&,&
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
540.04,427.47,414.57,39.73
539.1,427.81,414.57,39.73
534.4,429.52,414.57,39.73
520.31,434.65,414.57,39.73
506.21,439.78,414.57,39.73
493.53,444.4,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
493.06,444.57,414.57,39.73
494.04,444.4,414.57,39.73
498.96,443.53,414.57,39.73
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
465.96,453.15,415.96,33.92
464.96,453.23,415.96,33.92
459.98,453.67,415.96,33.92
451.02,454.45,415.96,33.92
438.07,455.59,415.96,33.92
